id,title,year
187233,"Lanke Bindelu",1983
187236,"Laws of Deception",1997
187238,"The Ghostly Face",1972
187240,"Liebe zwischen Tür und Angel - Vertreterinnen-Report",1973
187241,"Liebesgrüße aus der Lederhose II. Teil: Zwei Kumpel auf der Alm",1974
187245,"Blanka Kolak's Love",1987
187251,"Lovers Lane",1999
187252,"Lu ke yu dao ke",1970
187254,"Crazy Days",1977
187255,"A Luz Submersa",1999
187257,"Maa Nanna Nirdoshi",1970
187258,"Machanai Parthingala",1978
187261,"Mallamma Katha",1973
187262,"Mama Allula Saval",1980
187264,"Manitharil Ithanai Nirangala",1978
187266,"Many Wives: Vows of Silence",2000
187267,"Marapurani Manishi",1973
187268,"Os maridos Traem... E as Mulheres Subtraem",1970
187271,Masterji,1985
187273,"Meendum Kokila",1981
187274,"The Megantic Outlaw",1971
187278,"Mera Farz",1989
187279,"Meri Biwi Ka Jawab Nahin",2004
187281,Fears,1980
187291,"My Mao",1970
187292,"Il mio corpo con rabbia",1972
187301,"El misterio Eva Perón",1987
187302,"Il mistero del morca",1984
187304,"Il mistero della Sindone",1979
187309,"Un modo di essere donna",1973
187315,"Moment of Truth",1996
187316,"Il momento dell'avventura",1983
187318,"Moondram Pirai",1982
187320,"A Morte do Cinema",1999
187322,"Muddula Mogudu",1983
187323,"Mudichooda Mannan",1978
187324,"A Mulata Que Queria Pecar",1977
187325,"Mulheres ao Mar",1999
187329,"O Mágico e o Delegado",1983
187330,"Méditerranées",1999
187332,"Naa Thammudu",1971
187334,"Naan Adimai Illai",1986
187335,"Naan Oru Kayi Parkiren",1979
187337,"Nafas Cinta",1999
187338,"Naaka Bandi",1990
187340,"Nalumani Pookkal",1977
187342,"Natascha - Todesgrüße aus Moskau",1977
187344,"Naya Kadam",1984
187345,"Neela Malargal",1979
187347,"Nenu Manishine",1971
187351,"Nigahen: Nagina Part II",1989
187353,"Niilon oppivuodet",1971
187357,"No Strings Attached",1997
187358,"Noites de Iemanjá",1971
187359,"We Won't Go to the Woods Anymore",1970
187362,"Não Aperta, Aparício",1970
187374,Oonjal,1977
187375,"Oslinaya shkura",1982
187378,"Pachani Kapuram",1985
187379,"Padaharella Vayasu",1978
187380,"Padavoyi Bharatheeyuda",1976
187382,"Pagalil Oru Iravu",1979
187387,"Living the Life",2000
187389,"Los pasajeros del jardín",1982
187393,"The Patriot",2000
187395,"Pathar Ke Insan",1990
187399,Personals,1999
187401,"Pilot Premnath",1978
187407,Playgirls,1995
187412,"Pokkiri Raja",1982
187413,Poombatta,1971
187414,"Povestea porcului",1985
187415,Prarthanai,1973
187417,"Prema Kanuka",1980
187418,"Prema Simhasanam",1981
187419,Premaabhishekam,1981
187421,"Priveste înainte cu mânie",1993
187422,Priya,1978
187424,"Pro patria",1993
187426,"Proceso a la infamia",1978
187427,"The Prophet of Hunger",1970
187428,"Prvi splitski odred",1972
187431,Pucanj,1977
187432,"Puli Bidda",1981
187434,"Quando as Mulheres Paqueram",1971
187436,"Radhai Ketra Kannan",1978
187438,"Raj Mahal",1972
187439,"Rajavukku Etha Rani",1978
187441,"Rama Rajyamlo Bheermaraju",1983
187443,"Ramudu Kadu Krishnudu",1983
187444,"Rani Kasularangamma",1981
187445,"Ranuva Veeran",1981
187446,"Razboiul domnitelor",1970
187448,"Redeyef 54",1999
187455,Revolver,1988
187457,"Nothing About Robert",1999
187464,"Rowdy Ramudu Kinte Krishnudu",1980
187470,"Ruta Wakening",1996
187472,"Sad Affairs",1995
187474,"The King's Daughters",2000
187475,"Sainthadamma Sainthadu",1977
187476,"Sakka Podu Podu Raja",1978
187477,Sandhya,1980
187478,"Sàngó: The Legendary African King",1998
187479,"Sangue Quente em Tarde Fria",1970
187481,"Santham Bheekaram",1985
187482,Sandhippu,1983
187483,"Santos Vega",1971
187484,"Sardar Papa Rayudu",1980
187485,Sarfarosh,1985
187486,"Sathyavaan Savithri",1977
187494,"Serdtse Korvalana",1976
187495,"Shamsher Shankar",1982
187496,Shankarlal,1981
187497,"Shaolin Vengeance",1974
187499,"The 14 Amazons",1972
187500,"Shi xiong chu ma",1973
187502,"Shri Ranganeethulu",1983
187503,Srimanthudu,1971
187505,"Si da tian wang",1987
187507,"Sigappukkal Mookuthi",1979
187509,"Simons film",1999
187512,"Slap Her, She's French!",2002
187520,"S.P. Parshuram",1996
187521,"The Space Between",1998
187522,"Spadijer-jedan zivot",1986
187528,Suhagan,1986
187530,"The Astrologer",1975
187535,Swapnangal,1970
187536,"You're Beautiful, Jeanne",1990
187541,"Tandava Krishnudu",1984
187542,"Taxi Driver",1978
187544,Teerthayatra,1972
187545,"O Tejo de Alves Redol",1999
187549,Thulavarsham,1976
187556,Trisulam,1983
187559,"Playing Mona Lisa",2000
187564,"Macau - Um Lugar em Comum",2000
187565,"Uma Negra Chamada Tereza",1973
187567,"Une journée de merde!",1999
187568,"Urantha Sankranthi",1983
187572,"Vayyari Bhamulu Vagalamari Bhartulu",1982
187573,Vajrayudham,1985
187574,"Vanakathukuria Kathaliye",1978
187576,"Vazhve Mayam",1982
187577,"Underwater Iceland",1997
187579,"Night Wind",1999
187581,Vetagadu,1979
187582,Vezhambal,1977
187584,"La virgen de Guadalupe",1976
187585,"Vishwa Roopam",1980
187590,"San tiao ren",1999
187591,Wayfarer,1993
187592,"Murder at the Wayside",1995
187593,"Welcome to Alaska",1999
187601,"The Escort",1999
187604,"Yashoda Krishna",1975
187613,Zoe,1999
187614,Zoo,1999
187615,"Zulm Ki Zanjeer",1989
187682,"The Crazy Capo Affair",1973
187687,"Aladdin & The Magic Lamp",1970
187689,"All In",1998
187690,"All My Friends Are Cowboys",1998
187692,"Amargo mar",1987
187693,"Amerikanskiy dedushka",1994
187696,Anatomy,2000
187710,"Heavy Trouble",1977
187712,Beefcake,1998
187713,"The Best Defense",1999
187732,"Rookies Run Amok",1971
187736,"Black Lake",1999
187738,"Blade II",2002
187739,"Heart of Hearing",2000
187740,"Blind Dateless",1997
187747,"Bob, James Bob",1998
187750,"Primary Suspect",2000
187761,"Brooklyn Sonnet",2000
187764,"Bububu no Bobobó",1980
187771,"California Without End",1984
187776,"A Cartomante",1974
187778,"Cercul magic",1975
187780,Charlie!,1999
187781,"B.C. Rock",1980
187782,Chesterfield,1998
187784,"Chronique paysanne en Gruyère",1991
187785,"Cine mã strigã",1979
187790,Clodo,1971
187791,"Clouds of Magellan",1995
187792,"The Clown",1992
187793,"Le complici",1998
187799,"Damascus Road",1999
187802,"Dang kou qun ying",1978
187803,"La danse du singe et du poisson",1994
187804,"Dead Man's Tango",1999
187805,Dealer,1999
187808,"Tomorrow Things Will Be Better",2000
187809,"The Pear Tree",1998
187819,"Doug's 1st Movie",1999
187820,"Drowning on Dry Land",1999
187825,"Einmal Bonn und zurück",1982
187837,"El escarabajo",1983
187838,"Eve's Preyer",2005
187839,"An Evening with Quentin Crisp",1980
187840,"Êxtase de Sádicos",1973
187841,"O Fabuloso Fittipaldi",1973
187845,"Tusea si junghiul",1992
187847,"Fear of Fiction",2000
187849,"Fengslende dager for Christina Berg",1988
187852,"Summer's End",1999
187853,"Final Rinse",1999
187855,"O Flagrante",1976
187859,"Genghis Blues",1999
187861,Ghosts,1997
187867,"'Ne günstige Gelegenheit",1999
187868,"Hajde da se volimo 3",1990
187873,"Heroic Deeds at Jian Bridge",1975
187875,"Heroine in the Dust",1972
187880,"Highway Society",2000
187884,"Hitman in the Hand of Buddha",1981
187888,"Honeymoon Killer",1974
187902,"How Huang Fei-hong Rescued the Orphan from the Tiger's Den",2011
187911,"How to Become Famous",1999
187976,"Hunting Express",1988
187977,"Huo Yuanjia, the Brave Hero",1971
187981,"Ikaria BP 1447",1987
187983,"In the Beginning",1979
187986,"Sandong muljangsu",1982
187988,"Infernal Street",1973
187991,"The Instant Kung Fu Man",1977
187992,"Instant Rage",1989
187993,"The Instructor",1981
187994,"Da bo Bai Lian jiao",1971
187995,"The Intruder",1999
187996,"The Invincible Killer",1979
187998,Murimgori,1982
187999,"Invincible Super Chan",1971
188000,"The Invincible Superguy",1977
188001,"The Invincible from Hell",1981
188003,"Sex... 13 beaufort!",1973
188004,"Isto É Pelé",1974
188005,"J'aime tout",1980
188006,J9,1996
188008,"Jerônimo, O Héroi de Sertão",1972
188009,Jordeys,2000
188010,"The Gray Days",1974
188013,"Just Tell Me You Love Me",1978
188014,"Daigoro vs. Goliath",1972
188015,"Kampen om Mardøla",1972
188016,"Kaze no tengu",1973
188019,"Buy Me an Eliot",1998
188024,"Last Days",2001
188027,"Late Show",1999
188028,Legacy,2000
188030,Butterfly,1999
188041,"A Luv Tale",1999
188042,"Lea in Winter",1971
188044,"Os Machões",1972
188045,Magicians,2000
188047,"De man met de hond",1998
188050,"Mardy Murie: Arctic Dance",1999
188052,Mascara,1999
188053,"Matei Por Amor",1971
188054,Mercedes,1998
188055,Mercy,2000
188062,"Mondo di notte oggi",1978
188067,"La vita in gioco",1972
188071,"The Monster of Florence",1986
188076,"Na Ponta da Faca",1977
188077,"Novellen: De dag, de nacht en het duister",1999
188082,"A Man Called Magnum",1977
188083,"Napoli spara!",1977
188086,"Naturels sur le vif",1997
188090,"Navin Wants to Be a Superhero",1999
188093,Necropolis,1970
188101,"News Traveler",1998
188103,"Nine Out of Ten",1997
188120,"Pa balta furgona pedam",1991
188122,Pamate,1991
188124,"Para Viver um Grande Amor",1984
188125,"Para matar a un ciclista",1982
188128,"Very Annie Mary",2001
188131,"Mortal Sin",1970
188134,"Peyzazh s tremya kupalshchitsami",1995
188135,"The Geography of Fear",2000
188137,"Begurebis gadaprena",1980
188140,"Tom Thumb",1972
188146,"Po dannym ugolovnogo rozyska",1980
188149,"Pocetni udarac",1990
188150,"Snowdrops and Edelweiss",1982
188153,"Porno Pop",1971
188155,"Posle voyny - mir",1988
188157,"Pra Quem Fica, Tchau",1971
188160,"Price of Glory",2000
188162,"The Proposition",1994
188163,"Pueblo chico",1974
188164,"Death on a Full Moon Day",1997
188165,"Putain d'histoire d'amour",1981
188168,"Who's Afraid of the Werewolf?",1975
188173,"República dos Assassinos",1979
188177,"The Small Timers",1978
188190,"Hail Thieves",1973
188193,"Secretul lui Nemesis",1987
188196,"Septuagenarian Substitute Ball",1970
188203,"Smokey and the Hotwire Gang",1979
188205,"Sonic Impact",1999
188206,"Happy New Year",1986
188209,"Stesso sangue",1988
188212,"Sukeban deka",1987
188214,"Summer's Gone",1999
188225,"Tales from the Ackermansion",1999
188230,"Tender Touch of Evil",1999
188235,"Thug Life in D.C.",1998
188236,"Tierra y libertad",1978
188242,"The Invisible Swordsman",1970
188246,"Influence Peddling",1999
188247,"Trailer: The Movie",1999
188248,Traumzeit,1992
188254,"Trouble with Happiness",1995
188256,"The Truth About Juliet",1997
188257,"Two Way Crossing",1998
188259,"Um Homem Célebre",1974
188260,"Un grand logement",1978
188261,"Un jour comme un autre",1990
188266,Utopia,1978
188271,"A Vingança Dos Doze",1970
188272,"Vinte passos para a morte",1970
188274,Virtue,1999
188275,"Visage de chien",1985
188277,"Viuuulentemente mia",1982
188281,"When We First Met",1993
188287,"Wolverton Mountain",1997
188288,"The Woman Rebel",1976
188291,"Wu di tie sha zhang",1971
188293,Yahaya,1990
188306,"Polosa vezeniya",1983
188309,"The Education in Love of Valentin",1976
188310,"L'énigme des soucoupes volantes",1978
188311,"The Islands",1983
188377,"...Dat geit los!",1999
188378,"...Or Forever Hold Your Peace",2001
188380,"2 Bad Mice",2000
188383,"30 años sonoros 1933 - 1963",1982
188384,420,2000
188386,"6:3, avagy játszd újra Tutti",1999
188387,"A Szerencse lányai",1999
188390,"Farewell, Dear Nela!",1972
188391,Adultery,1984
188398,"Aliendog: Life as it is",2000
188402,"All the Way",1999
188403,"Aloha My Love",1972
188404,"Dexter the Dragon & Bumble the Bear",1983
188410,"Amici più di prima",1976
188413,Amorseko,1978
188415,"Anak ng asuang",1973
188416,"Ang galing-galing mo, Mrs. Jones",1980
188422,"Arriba juventud",1971
188424,"Art City 2: Simplicty",2002
188427,"Assault Platoon",1990
188428,"The Insurance",1998
188431,"La aventura de los paraguas asesinos",1979
188440,"Bato sa buhangin",1976
188442,"Los bañeros más locos del mundo",1987
188444,"Vilma and the Beep Beep Minica",1974
188453,"Birthday Girl",2001
188455,"The Black Connection",1974
188460,"De boekverfilming",1999
188462,"Boulevard des hirondelles",1992
188471,"California Incline",1999
188484,"Carry It On",1970
188488,"El caso Huayanay",1981
188490,"Catalina Trust",1999
188492,"Cette nuit",1998
188496,"Chiaraje, batalla ritual",1977
188500,Chobizenesse,1975
188503,"The Quiet Family",1998
188506,"Le château des singes",1999
188509,"Club Wild Side 2",1998
188512,"Coco-the-Flower, Candidate",1979
188515,Collusion,1998
188516,"Comedy's Dirtiest Dozen",1988
188518,Complicity,2000
188522,"Cordão De Ouro",1977
188526,"Crimen en el hotel alojamiento",1974
188527,"Island of Death",1976
188529,"Cuatro pícaros bomberos",1979
188530,"Los cuatro secretos",1976
188531,Cubok,1990
188535,"Cyborg 009: Legend of the Super Galaxy",1980
188536,"Dalawang pugad... Isang ibon",1977
188537,"Dama de noche",1972
188538,"The Dance",1970
188545,"Darna and the Giants",1973
188546,"Darna at Ding",1980
188547,"Darna vs. the Planet Women",1975
188549,"David or Goliath",1988
188557,Demented,1980
188564,"Devil's Playground",1998
188565,"Dinosaur Babes",1996
188567,"A Distant View",2000
188568,Rage,1997
188569,"Because I Love You",1993
188573,"Dossier érotique d'un notaire",1973
188575,"Dragon and the Hawk",2001
188577,"Du wang da pian ju",1976
188578,"Duke Daniels E.P.K.",1998
188579,"Duncan's World",1978
188581,"El día de las tres banderas",1984
188583,"Elephant Juice",1999
188586,"Embrujo de amor",1971
188588,"On the Air",1988
188599,"Escape Under Sail",1977
188600,"Escape from Chernobourg",1999
188602,"Esta es mi Argentina",1974
188604,"Európa expressz",1999
188605,"Eva's Eye",1999
188606,Ex-Wife,1980
188610,"El familiar",1975
188613,"The Three Madeleines",2000
188614,"Farewell to the Channel",1987
188615,"Fascination Amour",1999
188616,"An Almost Perfect Wedding",1999
188617,"Fata în fata",1999
188619,"Finger 5's Great Adventure",1974
188620,"Finisterre, donde termina el mundo",1998
188626,"Fourteen Days in May",1987
188634,"A Girl Is a Girl",1999
188639,"Les givrés",1979
188640,"Godzilla 2000",1999
188644,"Good Morning, Sunshine",1980
188647,"The Graveyard Story",1991
188648,"The Green Leaves of Winter",1980
188649,Groznica,1990
188652,"Gusto kita mahal ko siya",1979
188653,"Journey to the Sun",1999
188654,"Halik sa paa, halik sa kamay",1979
188655,"Hatinggabi na Vilma",1972
188665,Hiwalay,1981
188674,"Human Traffic",1999
188680,"I'm Just a Simple Person",1999
188686,Influence,1997
188688,"Insatiable Wives",2000
188694,"Uninvited Guest",1999
188696,"Iron Neck Li",1978
188697,"Contemporary Gladiator",1989
188704,Ivanhood,1992
188708,"Jackie vs. Bruce to the Rescue",1982
188709,"The Jade Fox",1980
188712,"Japanese Connection",1973
188714,"Jean Seberg: American Actress",1995
188715,"The Jews Are Coming",1992
188720,"Joan Mitchell: Portrait of an Abstract Painter",1993
188726,"Juan que reía",1976
188727,"Jungle Heat",1988
188728,"Just Boys",2000
188729,"Justice of the Dragon",1982
188733,"Kailangan kita",1979
188736,"Kampanerang kuba",1974
188737,Kampus?,1978
188738,Kapsalon,1972
188740,"Guai ke",1973
188742,"Er long zheng zhu",1974
188744,"Za karate",1974
188745,Karatix,1986
188746,Karinyosa,1973
188748,"Kausachún Perú",1972
188750,Keiho,1999
188751,"Kickboxer from Hell",1990
188752,"Kickboxer the Champion",1991
188755,"Shao Lin xiao zi",1977
188756,"Kill Fee",1992
188757,"Kill by Inches",1999
188758,"Kill the Ninja",1984
188759,"Kill the Shogun",1975
188760,"Kill for the Truth",1976
188761,"Killer vs. Ninjas",1989
188762,"Killer from Above",1977
188763,"Killer of Snake, Fox of Shaolin",1978
188764,"The Super Ninja",1984
188766,"King of Comedy",1999
188767,"King of Fists and Dollars",1979
188769,"Singjâaopá-yák",1981
188776,"Korean Connection",1990
188778,"The Critical Mass: Underground Film in Hamburg During the Sixties",1998
188779,Krvopijci,1989
188781,"Kung Fu Attraction",1978
188782,"Kung-Fu Commandos",1979
188784,"Fighting of Shaolin Monks",1976
188785,"Kung Fu Fever",1979
188786,"Kung Fu Genius",1979
188787,"Kung Fu Girls",1978
188789,"Kung Fu's Hero",1973
188790,"Kung Fu Hero",1989
188791,"Kung Fu Hero 2",1990
188794,"The Boxer from the Temple",1980
188796,"Kung Fu Massacre",1974
188797,"Kung Fu of Seven Steps",1979
188798,"Kuntur Wachana",1977
188799,"Karate Bear Fighter",1975
188800,"Kôkishin",1995
188801,"Close to Love",1999
188812,Laulico,1980
188828,"Liebesgrüße aus der Lederhose 3: Sexexpress aus Oberbayern",1977
188830,"Life of a Gigolo",1998
188832,"Lipad, Darna, lipad!",1973
188837,"The Godfather Squad",1974
188857,"A Lord Portrait",2000
188859,"Little Boy Blues",1999
188863,"Love Stinks",1999
188872,"Makahiya at talahib",1976
188874,"La mala vida",1973
188878,Mamagay,1977
188881,"Marília e Marina",1976
188885,"Preparation for the Festival",1975
188890,"Melgar, poeta insurgente",1982
188891,"Memorias y olvidos",1987
188893,"Vospominaniya o Gruzii",1992
188897,"Mga rosas sa putikan",1976
188904,"Min kone forstår mig Ikke",1990
188905,"Miss X",1980
188916,"Mrav pesadinac",1993
188920,Muchacho,1970
188925,Murdercycle,1999
188926,"Muriel Leferle",1999
188928,"My Pledge of Love",1970
188929,"Mai · Roodo",1980
188932,"The Myth",1986
188933,"Beyond the Sun",1975
188934,"Nakakahiya 1",1975
188935,"Nakakahiya 2",1976
188936,"The Nashville Sound",1970
188949,"No, the Case Is Happily Resolved",1973
188952,Noistottus,1987
188953,"Non più di uno",1990
188954,"Non si scrive sui muri a Milano",1975
188955,"Non tutto rosa",1987
188961,"Night of the Flowers",1972
188962,"Una notte di pioggia",1984
188966,"Una notte, un sogno",1988
188972,"La nuit de la poésie 27 mars 1970",1971
188977,"Oltre la notte",1993
188979,"Operation Rosa Rosa",1974
188985,Ortaci,1988
188988,"Paradise Lost/Paradise Found",1996
188990,"Passenger: Sugisarishi hibi",1987
188992,Peccato,1997
188994,"Los perros hambrientos",1977
188997,"Piccole stelle",1988
188998,"Piknik u Topoli",1981
188999,"Piloto de pruebas",1972
189002,"Pinagbuklod ng pag-ibig",1978
189003,"Pinay, American Style",1979
189006,"Pionerka Meri Pikford",1996
189007,"Pisma v proshluyu zhizn",1994
189013,"Podslushannyy razgovor",1984
189014,"Pod sozvezdiem bliznetsov",1979
189015,Motatseba,1979
189020,"O Pornógrafo",1970
189021,"Rich and Poor",1983
189022,"Thief's Comeback",1998
189026,"El primer año",1972
189028,"House Arrest",1999
189029,"Promo girl",1978
189032,"Pulot-gata: Puwede kaya?",1977
189038,"The Radicals",1989
189039,"The Devil Queen",1974
189041,"The Real McCoy",1999
189044,"La respuesta de octubre",1972
189049,"Rice & Potatoes",1998
189052,"Rock Baby, Rock",1979
189053,"Born to Be a Warrior",1994
189056,Romansa,1979
189063,"Sara's Life Before It Became a Movie",1999
189066,"Saving Grace",1997
189073,"Se acabó el Curro",1983
189075,"Second Skin",1998
189076,"Seifuku rape ênkai!",1995
189078,"Seré cualquier cosa, pero te quiero",1986
189079,"Sex Crimes",1992
189091,"Siempre te amaré",1971
189092,"Simon, the Magician",1999
189098,"Smiling Faces Tell Lies",1995
189101,"El socio de Dios",1987
189102,Sokkotanssi,1999
189107,"Spiritual Literacy: Reading the Sacred in Everyday Life",1999
189117,"Such a Life",1997
189118,"Suffløsen",1999
189119,"Sugata Sanshiro",1977
189122,"Los superagentes contra todos",1980
189123,"Los superagentes y la gran aventura del oro",1980
189125,"Susan Kelly, edad 20",1977
189127,"Svedski aranzman",1989
189130,"Swing It... Baby!",1979
189132,"Synergy: Visions of Vibe",1999
189134,"Tag-ulan sa tag-araw",1975
189137,"Takbo, Vilma, Dali!",1972
189142,"Marcel Proust's Time Regained",1999
189151,"Angry Fist",1974
189152,"Los tigres de la memoria",1984
189153,Wheels,1998
189154,Toplo,1978
189159,"El tres de copas",1986
189164,"Tupac Amaru",1984
189169,"Urutoraman sutori",1984
189171,"Triton of the Sea",1979
189172,"The Specialist",1999
189173,"Unconditional Love",1999
189177,"Another Life",1992
189180,"La vallée des montreurs d'ours",1998
189184,"Veronica 2030",1999
189188,"The Old Memory",1978
189192,"Just Visiting",2001
189194,"To Fly!",1999
189198,"War Is Menstrual Envy",1992
189201,"The Big Day",1999
189204,"The Wheel",1973
189214,"Wonder Vi",1973
189218,Xenia,1989
189220,"Xu Mao and his Daughters",1983
189221,"Yakapin mo 'ko, lalaking matapang",1980
189222,"Yawar fiesta: Fiesta de sangre",1986
189229,"Zambo, King of the Jungle",1972
189230,"Zhuang shi xie",1970
189232,"Zivljenje po vzorcu",1973
189322,"Warriors of Kung Fu",1982
189331,"Les 4 saisons d'Espigoule",1999
189332,"7 dney s russkoy krasavitsey",1991
189337,"Adiós Sui Generis",1976
189340,"Against the Law",1997
189343,"A Hole in the Wall",1982
189344,"24 Hour Playboy",1989
189345,"The Albatross",1999
189359,"O Anjo da Noite",1974
189364,"The Alaska Story",1977
189365,"Archie Shepp: I Am Jazz... It's My Life",1984
189367,"Art Blakey: The Jazz Messenger",1988
189368,"The Art Ensemble of Chicago",1981
189370,"Ashes of Time",1996
189383,Backtime,1998
189384,"The Badd One",1987
189386,"Balkan Rules",1997
189389,"Benny Carter: Symphony in Riffs",1989
189404,Flashback,1997
189406,"El buho",1975
189411,"Cas je zlato",1972
189412,"The House We Live In",1970
189415,"The Blind Man Who Shouted Light",1997
189421,"Chechechela, una chica de barrio",1986
189424,China,1996
189428,"The Clamdigger's Daughter",1974
189429,Clarice,1999
189436,"Como Cansa Ser Romano nos Trópicos",1970
189437,"Como Era Freak O Meu Vale",1972
189441,"Contos de Lygia",1998
189443,"O Convite ao Prazer",1980
189445,"Harvest, and So Ye Shall Reap",1970
189450,"Crazy - Um Dia Muito Louco",1981
189452,"Crna Marija",1986
189454,"Crucero de placer",1980
189456,Cut,2000
189460,"Dark Secrets",1992
189462,"Dawg's Eye View",1997
189466,"December Rain",1990
189467,"Take All of Me",1976
189472,Demented,1994
189475,"Le derrière",1999
189476,"O Desejo",1975
189477,"The Goddesses",1972
189479,"Diary of a Madman",1990
189483,"A Breath of Air",1983
189486,"Goodbye in Chicago",1996
189488,"Dreams of Home",1999
189489,"Dreissig Jahre",1989
189490,"Drugi covek",1988
189492,Dushman,1998
189500,"Equal Impact",1995
189504,"Las esclavas",1987
189506,"Keep Waiting for Me",1983
189507,"Season of Love",1974
189509,Turbulence,2000
189520,"La fidelidad",1970
189522,"O Filho do Chefão",1974
189541,Gabriela,2001
189542,Garage,1997
189543,"Los gatos (Prostitución de alto nivel)",1985
189544,"La gemella erotica",1980
189545,"People in Buenos Aires",1974
189547,Gialloparma,1999
189548,"Gibel vo imya rozhdeniya",1973
189553,"The Girl Next Door",1999
189555,"Glück zum Anfassen",1988
189556,"The Goddess in Western Art",1994
189557,"Going Home",1972
189558,"Golf Lessons",1999
189567,"Halftime: Five Yale Men at Mid-life",1990
189575,"The Hidan of Maukbeiangjow",1973
189576,"High Energy",1995
189578,"Hjerter i slør",1992
189579,"El hombre del año",1970
189582,"The Magic Hour",1999
189583,"The Hour of Mary and the Bird of Gold",1975
189584,"The Big Kahuna",1999
189589,"How to Enjoy Wine",1984
189592,"Hum Aapke Dil Mein Rehte Hain",1999
189596,"I Am Curious Tahiti",1970
189603,"These Sorcerers Are Mad",1978
189607,"Incredible Journeys of Maui",1994
189615,"It Ain't Easy",1972
189617,"Jack Levine: Feast of Pure Reason",1986
189620,"Jazz Is My Native Language: A Portrait of Toshiko Akiyoshi",1983
189621,"Jazz in the Magic City",1985
189622,"Jenseits von klein Wanzleben",1989
189630,Kadosh,1999
189632,"Getting Blue in Color",1988
189633,Kareeb,1998
189634,"Happening in Africa",1970
189636,"King of Rain",2000
189638,Klopka,1988
189640,"Korol gor i drugiye",1970
189643,"The Spasm",1979
189646,"Københavns Karneval",1983
189647,"Ladrão de Bagdá",1976
189654,"O Libertino",1973
189655,"Lights, Camera, Hacktion!",1997
189657,Ljubezen,1984
189658,"Lola's Lolos",1976
189659,"Loma, davitskebuli megobari",1982
189660,"The Longest Summer",1998
189709,"Main Theme",1984
189712,"The Making of a Mosque",1986
189717,"Mariposas S.A.",1986
189727,"Memorial Day",1999
189741,"Future Memories: Last Christmas",1992
189744,"Miss Julie",1999
189749,"Misteri Kebun Tebu",1997
189758,Monique,1970
189762,"A Moreninha",1970
189764,"Rebirth of Mothra III",1998
189770,"Mrtva ladja",1971
189780,"Mystery Mister Ra",1984
189781,"Mãos Vazias",1971
189791,"Zoando na TV",1999
189796,"Whirlpool of Passion",1996
189802,"Hidden Desire",1991
189809,"O País dos Tenentes",1987
189810,"No Tomorrow",1999
189811,"No Trains No Planes",1999
189812,"Something Like It",1981
189816,"Normal Joe",1998
189817,"Nos va la marcha",1979
189827,"Naked and Cruel 2",1985
189836,"Obbligo di giocare - Zugzwang",1989
189839,"Occhei, occhei",1983
189840,"Occhio alla vedova!",1975
189841,"Occhio nero, occhio biondo e occhio felino",1983
189847,"Odore di pioggia",1989
189848,"Odore di spigo",1990
189849,"The Maverick",1988
189852,"Lost and Found",1980
189856,"Olé: Um Movie Cabra da Peste",2000
189857,Ombre,1980
189865,"From the Other Side",1970
189867,"Opklada Mr. Greena",1971
189886,"Paixão e Sombras",1977
189887,"The Palace of Angels",1970
189905,"Paul Cadmus: Enfant Terrible at 80",1984
189916,"Peut-être",1999
189926,"Piger er en plage!",1990
189937,"Porno Baby",1970
189938,"Sex Files: Portrait of the Soul",1998
189940,"Ktor me yerkinq",1980
189941,"Pousse Cafe",1997
189944,"Poyezd do Bruklina",1996
189948,"La prima notte del Dottor Danieli, industriale, col complesso del... giocattolo",1970
189949,"Santa Gertrudis, la première question sur le bonheur",1978
189950,"O Prisioneiro do Sexo",1978
189952,"Forbidden to Step on Clouds",1970
189953,"Puzzles of Blue",1997
189954,"Ordinary Heroes",1999
189960,"The Heart's Root",2000
189962,"Renee Rosnes: Jazz Pianist",1997
189965,Riffraff,2005
189971,"Le rouge de Chine",1979
189973,"Lupin III: Burning Memory - Tokyo Crisis",1998
189975,S.T.A.B.,1973
189977,Sammyville,1999
189981,Scarfies,1999
189989,"Sensi caldi",1980
189992,"Service, Israel",1982
189997,"Shadow Game",2001
189998,"Shadow of the Vampire",2000
189999,"Sharing the Secret",1981
190001,"Come on Girls!",1982
190002,"Si bleu, si calme",1996
190005,"Since '45",1979
190008,"Sixteen Tongues",1999
190012,"Blood Slaves of the Vampire Wolf",1996
190020,"Some Place New",1999
190021,Sommertage,1990
190024,"Sorceress II: The Temptress",1997
190025,"For Business",1986
190027,Southpaw,1999
190032,"Sta je s tobom, Nina",1984
190034,"Stand By",1991
190045,Streetwise,1998
190052,Surrender,2000
190053,Suspicions,1995
190054,"El sátiro",1970
190055,"Tala med mig systrar",1998
190057,"Tara Maldita",1982
190060,"E yu tou hei sha xing",1978
190062,"Tem Folga na Direção",1976
190065,"The Tender Warrior",1971
190066,Terminale,1998
190073,Timeless,2000
190074,"To so gadi",1977
190075,"Deaths in Tokimeki",1984
190082,"Le traité du hasard",1998
190085,Treasure,1999
190092,"Three Contributions to the Slovenian Madness",1983
190101,"U sredini mojih dana",1988
190102,"Um Passo, Outro Passo e Depois...",1991
190114,"Top Stripper",1982
190118,"La vie sauve",1998
190121,"Vivaldi's Four Seasons",1991
190122,"Vive la mariée... et la libération du Kurdistan",1998
190127,Watershed,1999
190138,"The Whole Nine Yards",2000
190155,"...Y mañana serán hombres",1979
190168,"O Último Êxtase",1973
